	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
6375	le	le	;	;
6376	Vaspasian	Vaspasian	et	et
6377	?	?	,	,
6378	Vartigué	Vartigué	l	l
6379	,	,	’	’
6380	ce	ce	autre	autre
6381	n	n	jour	jour
6382	’	’	encore	encore
6383	est	est	,	,
6384	pas	pas	les	les
6385	encore	encore	polonais	polonais
6386	come	come	enlevèrent	enlevèrent
6387	-	-	bien	bien
6388	ça	ça	la	la
6389	.	.	princesse	princesse
6390	Dame	Dame	Marie	Marie
6391	acoutez	acoutez	en	en
6392	,	,	plein	plein
6393	je	je	jour	jour
6394	vous	vous	à	à
6395	dorois	dorois	l	l
6396	bian	bian	’	’
6397	de	de	hôtel	hôtel
6398	la	la	de	de
6399	gaule	gaule	Nevers	Nevers
6400	par	par	sans	sans
6401	sous	sous	que	que
6402	l	l	personne	personne
6403	’	’	osât	osât
6404	huis	huis	remuer	remuer
6405	;	;	.	.
6406	mais	mais	Corbineli	Corbineli
6407	par	par	Mais	Mais
6408	la	la	ils	ils
6409	morguoy	morguoy	ne	ne
6410	ne	ne	se	se
6411	me	me	sont	sont
6412	jouez	jouez	pas	pas
6413	pas	pas	contentés	contentés
6414	des	des	de	de
6415	Trogédies	Trogédies	ceci	ceci
6416	,	,	,	,
6417	car	car	ils	ils
6418	je	je	ont	ont
6419	vous	vous	voulu	voulu
6420	ferouas	ferouas	poignarder	poignarder
6421	du	du	votre	votre
6422	bezot	bezot	fils…	fils…
6423	.	.	Paquier	Paquier
6424	Jarnigué	Jarnigué	Quoi	Quoi
6425	,	,	!	!
6426	je	je	sans	sans
6427	ne	ne	confession	confession
6428	sis	sis	?	?
6429	pas	pas	Corbineli	Corbineli
6430	un	un	S	S
6431	gniais	gniais	’	’
6432	.	.	il	il
6433	J	J	ne	ne
6434	’	’	se	se
6435	ai	ai	rachetait	rachetait
6436	été	été	par	par
6437	sans	sans	de	de
6438	repruche	repruche	l	l
6439	Marguillier	Marguillier	’	’
6440	,	,	argent	argent
6441	j	j	.	.
6442	’	’	Granger	Granger
6443	ai	ai	Ah	Ah
6444	été	été	!	!
6445	Beguiau	Beguiau	les	les
6446	,	,	misérables	misérables
6447	j	j	!	!
6448	’	’	c	c
6449	ai	ai	’	’
6450	été	été	était	était
6451	Portofrande	Portofrande	pour	pour
6452	,	,	incuter	incuter
6453	j	j	la	la
6454	’	’	peur	peur
6455	ai	ai	dans	dans
6456	été	été	cette	cette
6457	Chasse	Chasse	jeune	jeune
6458	-	-	poitrine	poitrine
6459	chien	chien	.	.
6460	,	,	Paquier	Paquier
6461	j	j	En	En
6462	’	’	effet	effet
6463	ai	ai	,	,
6464	été	été	les	les
6465	Guieu	Guieu	Turcs	Turcs
6466	et	et	n	n
6467	Guiebe	Guiebe	’	’
6468	,	,	ont	ont
6469	je	je	garde	garde
6470	ne	ne	de	de
6471	sais	sais	toucher	toucher
6472	pus	pus	l	l
6473	qui	qui	’	’
6474	je	je	argent	argent
6475	sis	sis	des	des
6476	.	.	chrétiens	chrétiens
6477	Mais	Mais	à	à
6478	ardé	ardé	cause	cause
6479	de	de	qu	qu
6480	tout	tout	’	’
6481	ça	ça	il	il
6482	brerrr	brerrr	a	a
6483	,	,	une	une
6484	j	j	croix	croix
6485	’	’	.	.
6486	en	en	Corbineli	Corbineli
6487	dis	dis	Mon	Mon
6488	du	du	maître	maître
6489	Mirliro	Mirliro	ne	ne
6490	,	,	m	m
6491	parmets	parmets	’	’
6492	que	que	a	a
6493	j	j	jamais	jamais
6494	’	’	pu	pu
6495	aie	aie	dire	dire
6496	de	de	autre	autre
6497	Stic	Stic	chose	chose
6498	.	.	,	,
6499	Châteaufort	Châteaufort	sinon	sinon
6500	Malheureux	Malheureux	:	:
6501	excommunié	excommunié	«	«
6502	,	,	Va	Va
6503	voilà	voilà	-	-
6504	bien	bien	t	t
6505	du	du	-	-
6506	haut	haut	en	en
6507	style	style	trouver	trouver
6508	.	.	mon	mon
6509	Gareau	Gareau	père	père
6510	Monsieu	Monsieu	,	,
6511	de	de	et	et
6512	Marsilly	Marsilly	lui	lui
6513	m	m	dis…	dis…
6514	’	’	»	»
6515	appelet	appelet	Ses	Ses
6516	bian	bian	larmes	larmes
6517	son	son	aussitôt	aussitôt
6518	bâtar	bâtar	suffoquant	suffoquant
6519	.	.	sa	sa
6520	Il	Il	parole	parole
6521	ne	ne	m	m
6522	s	s	’	’
6523	’	’	ont	ont
6524	en	en	bien	bien
6525	est	est	mieux	mieux
6526	pas	pas	expliqué	expliqué
6527	falli	falli	qu	qu
6528	l	l	’	’
6529	’	’	il	il
6530	espoisseur	espoisseur	n	n
6531	d	d	’	’
6532	’	’	eût	eût
6533	un	un	su	su
6534	tornas	tornas	faire	faire
6535	qu	qu	les	les
6536	’	’	tendresses	tendresses
6537	il	il	qu	qu
6538	ne	ne	’	’
6539	fait	fait	il	il
6540	apprenti	apprenti	a	a
6541	Conseillé	Conseillé	pour	pour
6542	!	!	vous…	vous…
6543	«	«	Granger	Granger
6544	Vien	Vien	Que	Que
6545	ça	ça	diable	diable
6546	,	,	aller	aller
6547	ce	ce	faire	faire
6548	me	me	aussi	aussi
6549	fit	fit	dans	dans
6550	-	-	la	la
6551	il	il	galère	galère
6552	une	une	d	d
6553	fois	fois	’	’
6554	,	,	un	un
6555	gros	gros	Turc	Turc
6556	fils	fils	?	?
6557	de	de	D	D
6558	Putain	Putain	’	’
6559	,	,	un	un
6560	car	car	Turc	Turc
6561	j	j	!	!
6562	’	’	«	«
6563	équions	équions	Perge	Perge
6564	tout	tout	»	»
6565	comme	comme	.	.
6566	deux	deux	Corbineli	Corbineli
6567	frères	frères	Ces	Ces
6568	.	.	Écumeurs	Écumeurs
6569	Je	Je	impitoyables	impitoyables
6570	veux	veux	ne	ne
6571	,	,	me	me
6572	ce	ce	voulaient	voulaient
6573	fit	fit	pas	pas
6574	-	-	accorder	accorder
6575	il	il	la	la
6576	,	,	liberté	liberté
6577	que	que	de	de
6578	tu	tu	vous	vous
6579	venais	venais	venir	venir
6580	,	,	trouver	trouver
6581	ce	ce	,	,
6582	fit	fit	si	si
6583	-	-	je	je
6584	il	il	ne	ne
6585	,	,	me	me
6586	autour	autour	fusse	fusse
6587	de	de	jeté	jeté
6588	moi	moi	aux	aux
6589	,	,	genoux	genoux
6590	ce	ce	du	du
6591	fit	fit	plus	plus
6592	-	-	apparent	apparent
6593	il	il	d	d
6594	,	,	’	’
6595	dans	dans	entre	entre
6596	la	la	eux	eux
6597	Turquise	Turquise	.	.
6598	,	,	«	«
6599	ce	ce	Hé	Hé
6600	me	me	!	!
6601	fit	fit	Monsieur	Monsieur
6602	-	-	le	le
6603	il	il	Turc	Turc
6604	.	.	,	,
6605	—	—	lui	lui
6606	Ô	Ô	ai	ai
6607	!	!	-	-
6608	ce	ce	je	je
6609	l	l	dit	dit
6610	’	’	,	,
6611	y	y	permettez	permettez
6612	fis	fis	moi	moi
6613	-	-	d	d
6614	je	je	’	’
6615	,	,	aller	aller
6616	cela	cela	avertir	avertir
6617	vous	vous	son	son
6618	plaît	plaît	père	père
6619	à	à	,	,
6620	dire	dire	qui	qui
6621	.	.	vous	vous
6622	—	—	enverra	enverra
6623	Non	Non	tout	tout
6624	-	-	à	à
6625	est	est	l	l
6626	,	,	’	’
6627	ce	ce	heure	heure
6628	me	me	sa	sa
6629	fitil	fitil	rançon	rançon
6630	.	.	.	.
6631	—	—	»	»
6632	Ô	Ô	Granger	Granger
6633	!	!	Tu	Tu
6634	si	si	ne	ne
6635	est	est	devais	devais
6636	,	,	pas	pas
6637	ce	ce	parler	parler
6638	l	l	de	de
6639	’	’	rançon	rançon
6640	y	y	:	:
6641	fis	fis	ils	ils
6642	-	-	se	se
6643	je	je	seront	seront
6644	.	.	moqués	moqués
6645	—	—	de	de
6646	Ô	Ô	toi	toi
6647	!	!	.	.
6648	ce	ce	Corbineli	Corbineli
6649	me	me	Au	Au
6650	fis	fis	contraire	contraire
6651	-	-	.	.
6652	je	je	À	À
6653	à	à	ce	ce
6654	part	part	mot	mot
6655	moi	moi	il	il
6656	:	:	a	a
6657	Écoute	Écoute	un	un
6658	,	,	peu	peu
6659	Jean	Jean	rasséréné	rasséréné
6660	,	,	sa	sa
6661	ne	ne	face	face
6662	faut	faut	:	:
6663	point	point	«	«
6664	faire	faire	Va	Va
6665	le	le	,	,
6666	bougre	bougre	m	m
6667	,	,	’	’
6668	faut	faut	a	a
6669	sauter	sauter	t	t
6670	.	.	-	-
6671	»	»	il	il
6672	Dame	Dame	dit	dit
6673	je	je	,	,
6674	ne	ne	mais	mais
6675	fesi	fesi	si	si
6676	point	point	tu	tu
6677	de	de	n	n
6678	défigurance	défigurance	’	’
6679	davantage	davantage	es	es
6680	,	,	pas	pas
6681	je	je	ici	ici
6682	me	me	de	de
6683	bouti	bouti	retour	retour
6684	avec	avec	dans	dans
6685	li	li	un	un
6686	cahin	cahin	moment	moment
6687	caha	caha	,	,
6688	,	,	j	j
6689	tout	tout	’	’
6690	à	à	irai	irai
6691	la	la	prendre	prendre
6692	maxite	maxite	ton	ton
6693	Françoase	Françoase	maître	maître
6694	.	.	dans	dans
6695	Mais	Mais	son	son
6696	quand	quand	collège	collège
6697	on	on	et	et
6698	g	g	vous	vous
6699	’	’	étranglerai	étranglerai
6700	ny	ny	tous	tous
6701	est	est	trois	trois
6702	,	,	aux	aux
6703	on	on	antennes	antennes
6704	g	g	de	de
6705	’	’	notre	notre
6706	ny	ny	navire	navire
6707	est	est	.	.
6708	.	.	»	»
6709	Bonne	Bonne	J	J
6710	-	-	’	’
6711	fy	fy	avais	avais
6712	pourtant	pourtant	si	si
6713	,	,	peur	peur
6714	je	je	d	d
6715	paraissi	paraissi	’	’
6716	un	un	entendre	entendre
6717	sot	sot	encore	encore
6718	basquié	basquié	quelque	quelque
6719	,	,	chose	chose
6720	un	un	de	de
6721	sot	sot	plus	plus
6722	basquié	basquié	fâcheux	fâcheux
6723	je	je	ou	ou
6724	paraissi	paraissi	que	que
6725	car	car	le	le
6726	Martin	Martin	diable	diable
6727	Binet…	Binet…	ne	ne
6728	Et	Et	me	me
6729	y	y	vint	vint
6730	à	à	emporter	emporter
6731	propos	propos	,	,
6732	Denis	Denis	étant	étant
6733	le	le	en	en
6734	balafré	balafré	la	la
6735	,	,	compagnie	compagnie
6736	son	son	de	de
6737	onque	onque	ces	ces
6738	,	,	excommuniés	excommuniés
6739	ce	ce	,	,
6740	grand	grand	que	que
6741	ecné	ecné	je	je
6742	,	,	me	me
6743	s	s	suis	suis
6744	’	’	promptement	promptement
6745	en	en	jeté	jeté
6746	venit	venit	dans	dans
6747	l	l	un	un
6748	’	’	esquif	esquif
6749	autre	autre	pour	pour
6750	jour	jour	vous	vous
6751	la	la	avertir	avertir
6752	remontée	remontée	des	des
6753	lantarner	lantarner	funestes	funestes
6754	environ	environ	particularités	particularités
6755	moi	moi	de	de
6756	.	.	cette	cette
6757	Ah	Ah	rencontre	rencontre
6758	!	!	.	.
6759	ma	ma	Granger	Granger
6760	foi	foi	Que	Que
6761	,	,	diable	diable
6762	ma	ma	aller	aller
6763	foi	foi	faire	faire
6764	,	,	dans	dans
6765	je	je	la	la
6766	pense	pense	galère	galère
6767	que	que	d	d
6768	Guieu	Guieu	’	’
6769	-	-	un	un
6770	marci	marci	Turc	Turc
6771	,	,	?	?
6772	je	je	Paquier	Paquier
6773	vous	vous	Qui	Qui
6774	l	l	n	n
6775	’	’	’	’
6776	y	y	a	a
6777	ramenis	ramenis	peut	peut
6778	le	le	-	-
6779	pus	pus	être	être
6780	biau	biau	pas	pas
6781	chinfregniau	chinfregniau	été	été
6782	sus	sus	à	à
6783	le	le	confesse	confesse
6784	moustafa	moustafa	depuis	depuis
6785	qu	qu	dix	dix
6786	’	’	ans	ans
6787	oul	oul	.	.
6788	l	l	Granger	Granger
6789	’	’	Mais	Mais
6790	y	y	penses	penses
6791	en	en	-	-
6792	demeuri	demeuri	tu	tu
6793	les	les	qu	qu
6794	badigoines	badigoines	’	’
6795	écarboûillées	écarboûillées	il	il
6796	tout	tout	soit	soit
6797	avaux	avaux	bien	bien
6798	l	l	résolu	résolu
6799	’	’	d	d
6800	hyvar	hyvar	’	’
6801	.	.	aller	aller
6802	Que	Que	à	à
6803	Guiebe	Guiebe	Venise	Venise
6804	aussi	aussi	?	?
6805	!	!	Corbineli	Corbineli
6806	Tous	Tous	Il	Il
6807	les	les	ne	ne
6808	jours	jours	respire	respire
6809	que	que	autre	autre
6810	Guieu	Guieu	chose	chose
6811	feset	feset	.	.
6812	,	,	Granger	Granger
6813	ce	ce	Le	Le
6814	bagnoquier	bagnoquier	mal	mal
6815	-	-	n	n
6816	là	là	’	’
6817	me	me	est	est
6818	ravaudet	ravaudet	donc	donc
6819	comme	comme	pas	pas
6820	un	un	sans	sans
6821	Satan	Satan	remède	remède
6822	.	.	.	.
6823	C	C	Donne	Donne
6824	’	’	-	-
6825	étet	étet	moi	moi
6826	sa	sa	,	,
6827	soeur	soeur	Paquier	Paquier
6828	qui	qui	,	,
6829	épousit	épousit	le	le
6830	le	le	réceptacle	réceptacle
6831	grand	grand	des	des
6832	Tiphoine	Tiphoine	instruments	instruments
6833	.	.	de	de
6834	Acoutez	Acoutez	l	l
6835	,	,	’	’
6836	ol	ol	immortalité	immortalité
6837	n	n	,	,
6838	’	’	«	«
6839	a	a	scriptorium	scriptorium
6840	que	que	scilicet	scilicet
6841	faire	faire	»	»
6842	de	de	.	.
6843	faire	faire	Corbineli	Corbineli
6844	tant	tant	Qu	Qu
6845	de	de	’	’
6846	l	l	en	en
6847	’	’	désirez	désirez
6848	enhasée	enhasée	-	-
6849	,	,	vous	vous
6850	ol	ol	faire	faire
6851	n	n	?	?
6852	’	’	Granger	Granger
6853	a	a	Écrire	Écrire
6854	goûte	goûte	une	une
6855	ne	ne	lettre	lettre
6856	brin	brin	à	à
6857	de	de	ces	ces
6858	biau	biau	Turcs	Turcs
6859	.	.	.	.
6860	Parmafi	Parmafi	Corbineli	Corbineli
6861	,	,	Touchant	Touchant
6862	comme	comme	quoi	quoi
6863	dit	dit	?	?
6864	l	l	Granger	Granger
6865	’	’	Qu	Qu
6866	autre	autre	’	’
6867	,	,	ils	ils
6868	ce	ce	me	me
6869	n	n	renvoient	renvoient
6870	’	’	mon	mon
6871	est	est	fils	fils
6872	pas	pas	,	,
6873	grand	grand	parce	parce
6874	chance	chance	que	que
6875	;	;	j	j
6876	la	la	’	’
6877	Reyne	Reyne	en	en
6878	de	de	ai	ai
6879	Nior	Nior	affaire	affaire
6880	,	,	,	,
6881	malhureuse	malhureuse	qu	qu
6882	en	en	’	’
6883	biauté	biauté	au	au
6884	.	.	reste	reste
6885	Pour	Pour	ils	ils
6886	son	son	doivent	doivent
6887	homme	homme	excuser	excuser
6888	,	,	sa	sa
6889	quand	quand	jeunesse	jeunesse
6890	oul	oul	,	,
6891	est	est	qui	qui
6892	des	des	est	est
6893	-	-	sujette	sujette
6894	habillé	habillé	à	à
6895	,	,	beaucoup	beaucoup
6896	c	c	de	de
6897	’	’	fautes	fautes
6898	est	est	;	;
6899	un	un	et	et
6900	biau	biau	que	que
6901	cor	cor	s	s
6902	nu	nu	’	’
6903	.	.	il	il
6904	Mais	Mais	lui	lui
6905	regardez	regardez	arrive	arrive
6906	un	un	une	une
6907	petit	petit	autre	autre
6908	,	,	fois	fois
6909	ce	ce	de	de
6910	n	n	se	se
6911	’	’	laisser	laisser
6912	étet	étet	prendre	prendre
6913	encore	encore	,	,
6914	qu	qu	je	je
6915	’	’	leur	leur
6916	une	une	promets	promets
6917	varmene	varmene	,	,
6918	et	et	foi	foi
6919	si	si	de	de
6920	ol	ol	docteur	docteur
6921	feset	feset	,	,
6922	déjà	déjà	de	de
6923	tant	tant	ne	ne
6924	la	la	leur	leur
6925	dévargondée	dévargondée	en	en
6926	,	,	plus	plus
6927	pour	pour	obtondre	obtondre
6928	autant	autant	la	la
6929	qu	qu	faculté	faculté
6930	’	’	auditive	auditive
6931	ol	ol	.	.
6932	sçavet	sçavet	Corbineli	Corbineli
6933	luire	luire	Ils	Ils
6934	dans	dans	se	se
6935	les	les	moqueront	moqueront
6936	Sessiaumes	Sessiaumes	,	,
6937	,	,	par	par
6938	qu	qu	ma	ma
6939	’	’	foi	foi
6940	on	on	,	,
6941	n	n	de	de
6942	’	’	vous	vous
6943	en	en	.	.
6944	savet	savet	Granger	Granger
6945	chevir	chevir	Va	Va
6946	.	.	-	-
6947	Ol	Ol	t	t
6948	se	se	-	-
6949	carret	carret	en	en
6950	comme	comme	donc	donc
6951	un	un	leur	leur
6952	pou	pou	dire	dire
6953	dans	dans	de	de
6954	eune	eune	ma	ma
6955	rogne	rogne	part	part
6956	.	.	que	que
6957	Dame	Dame	je	je
6958	aussi	aussi	suis	suis
6959	ol	ol	tout	tout
6960	avet	avet	prêt	prêt
6961	la	la	de	de
6962	voix	voix	leur	leur
6963	,	,	répondre	répondre
6964	révérence	révérence	,	,
6965	parlé	parlé	par	par
6966	,	,	devant	devant
6967	aussi	aussi	notaire	notaire
6968	finement	finement	,	,
6969	claire	claire	que	que
6970	qu	qu	le	le
6971	’	’	premier	premier
6972	eune	eune	des	des
6973	iau	iau	leurs	leurs
6974	de	de	qui	qui
6975	roche	roche	me	me
6976	.	.	tombera	tombera
6977	Len	Len	entre	entre
6978	diset	diset	les	les
6979	que	que	mains	mains
6980	Monsieur	Monsieur	,	,
6981	le	le	je	je
6982	Curé	Curé	le	le
6983	avet	avet	leur	leur
6984	bian	bian	renverrai	renverrai
6985	trampé	trampé	pour	pour
6986	souvent	souvent	rien	rien
6987	son	son	.	.
6988	Goupillon	Goupillon	(	(
6989	dans	dans	Ah	Ah
6990	son	son	!	!
6991	Benaiquié	Benaiquié	que	que
6992	,	,	diable	diable
6993	mais	mais	,	,
6994	ardé	ardé	que	que
6995	sont	sont	diable	diable
6996	des	des	,	,
6997	médiseux	médiseux	aller	aller
6998	,	,	faire	faire
6999	les	les	en	en
7000	faut	faut	cette	cette
7001	laisser	laisser	galère	galère
7002	dire	dire	?	?
7003	;	;	)	)
7004	et	et	Ou	Ou
7005	pis	pis	dis	dis
7006	quand	quand	leur	leur
7007	oul	oul	qu	qu
7008	auret	auret	’	’
7009	ribaudé	ribaudé	autrement	autrement
7010	un	un	je	je
7011	tantinet	tantinet	vais	vais
7012	,	,	m	m
7013	c	c	’	’
7014	’	’	en	en
7015	est	est	plaindre	plaindre
7016	à	à	à	à
7017	ly	ly	la	la
7018	à	à	justice	justice
7019	faire	faire	.	.
7020	,	,	Sitôt	Sitôt
7021	et	et	qu	qu
7022	à	à	’	’
7023	nous	nous	ils	ils
7024	à	à	l	l
7025	nous	nous	’	’
7026	taire	taire	auront	auront
7027	,	,	remis	remis
7028	pis	pis	en	en
7029	qu	qu	liberté	liberté
7030	’	’	,	,
7031	il	il	ne	ne
7032	donne	donne	vous	vous
7033	bien	bien	amusez	amusez
7034	la	la	ni	ni
7035	pollution	pollution	l	l
7036	aux	aux	’	’
7037	autres	autres	un	un
7038	,	,	ni	ni
7039	il	il	l	l
7040	ne	ne	’	’
7041	l	l	autre	autre
7042	’	’	,	,
7043	oublie	oublie	car	car
7044	pas	pas	j	j
7045	pour	pour	’	’
7046	ly	ly	ai	ai
7047	.	.	affaire	affaire
7048	Monsieu	Monsieu	de	de
7049	le	le	vous	vous
7050	Vicaire	Vicaire	.	.
7051	itou	itou	Corbineli	Corbineli
7052	étet	étet	Tout	Tout
7053	d	d	cela	cela
7054	’	’	s	s
7055	une	une	’	’
7056	humeur	humeur	appelle	appelle
7057	bian	bian	dormir	dormir
7058	domicile	domicile	les	les
7059	et	et	yeux	yeux
7060	bian	bian	ouverts	ouverts
7061	turquoise	turquoise	.	.
7062	;	;	Granger	Granger
7063	mais	mais	Mon	Mon
7064	ardé…	ardé…	Dieu	Dieu
7065	Châteaufort	Châteaufort	,	,
7066	Et	Et	faut	faut
7067	de	de	-	-
7068	grâce	grâce	il	il
7069	,	,	être	être
7070	Villageois	Villageois	ruiné	ruiné
7071	,	,	à	à
7072	achève	achève	l	l
7073	-	-	’	’
7074	nous	nous	âge	âge
7075	tes	tes	où	où
7076	aventures	aventures	je	je
7077	du	du	suis	suis
7078	voyage	voyage	?	?
7079	de	de	Va	Va
7080	Monsieur	Monsieur	-	-
7081	de	de	t	t
7082	Marsilly	Marsilly	-	-
7083	.	.	en	en
7084	Gareau	Gareau	avec	avec
7085	Oh	Oh	Paquier	Paquier
7086	,	,	,	,
7087	oh	oh	prends	prends
7088	!	!	le	le
7089	ous	ous	reste	reste
7090	n	n	du	du
7091	’	’	teston	teston
7092	êtes	êtes	que	que
7093	pas	pas	je	je
7094	le	le	lui	lui
7095	Roi	Roi	donnai	donnai
7096	Minos	Minos	pour	pour
7097	,	,	la	la
7098	ous	ous	dépense	dépense
7099	êtes	êtes	,	,
7100	le	le	il	il
7101	Roi	Roi	n	n
7102	Priant	Priant	’	’
7103	.	.	y	y
7104	Ô	Ô	a	a
7105	donc	donc	que	que
7106	je	je	huit	huit
7107	voyagîme	voyagîme	jours	jours
7108	sur	sur	.	.
7109	l	l	Aller	Aller
7110	’	’	sans	sans
7111	Or	Or	dessein	dessein
7112	riant	riant	dans	dans
7113	et	et	une	une
7114	vers	vers	galère	galère
7115	la	la	!	!
7116	Mardi	Mardi	Prends	Prends
7117	Terre	Terre	tout	tout
7118	Année	Année	le	le
7119	.	.	reliquat	reliquat
7120	Châteaufort	Châteaufort	de	de
7121	Tu	Tu	cette	cette
7122	veux	veux	pièce	pièce
7123	dire	dire	.	.
7124	au	au	(	(
7125	contraire	contraire	Ha	Ha
7126	,	,	!	!
7127	vers	vers	Malheureuse	Malheureuse
7128	l	l	progéniture	progéniture
7129	’	’	,	,
7130	Orient	Orient	tu	tu
7131	sur	sur	me	me
7132	la	la	coûtes	coûtes
7133	Méditerranée	Méditerranée	plus	plus
7134	.	.	d	d
7135	Gareau	Gareau	’	’
7136	Hé	Hé	or	or
7137	bian	bian	que	que
7138	,	,	tu	tu
7139	je	je	n	n
7140	me	me	’	’
7141	reprens	reprens	es	es
7142	,	,	pesant	pesant
7143	un	un	!	!
7144	var	var	)	)
7145	se	se	Paye	Paye
7146	reprent	reprent	la	la
7147	bien	bien	rançon	rançon
7148	.	.	et	et
7149	Mais	Mais	ce	ce
7150	guian	guian	qui	qui
7151	si	si	restera	restera
7152	vous	vous	,	,
7153	pansiais	pansiais	emploie	emploie
7154	que	que	le	le
7155	je	je	en	en
7156	devisiesme	devisiesme	œuvres	œuvres
7157	entendre	entendre	pies	pies
7158	tous	tous	(	(
7159	ces	ces	Dans	Dans
7160	tintamares	tintamares	la	la
7161	-	-	galère	galère
7162	là	là	d	d
7163	,	,	’	’
7164	comme	comme	un	un
7165	vous	vous	Turc	Turc
7166	autres	autres	!	!
7167	Latiniseurs	Latiniseurs	)	)
7168	,	,	.	.
7169	Dame	Dame	Bien	Bien
7170	nanain	nanain	,	,
7171	.	.	va	va
7172	Et	Et	-	-
7173	vous	vous	t	t
7174	,	,	-	-
7175	comme	comme	en	en
7176	guiebe	guiebe	!	!
7177	,	,	(	(
7178	déharnachez	déharnachez	Mais	Mais
7179	vous	vous	,	,
7180	votre	votre	misérable	misérable
7181	Philophie	Philophie	dis	dis
7182	?	?	moi	moi
7183	J	J	,	,
7184	’	’	que	que
7185	arrivisme	arrivisme	diable	diable
7186	itou	itou	allais	allais
7187	aux	aux	-	-
7188	Deux	Deux	tu	tu
7189	Trois	Trois	faire	faire
7190	de	de	dans	dans
7191	Gilles	Gilles	cette	cette
7192	le	le	galère	galère
7193	bâtard	bâtard	?	?
7194	,	,	)	)
7195	dans	dans	.	.
7196	la	la	Va	Va
7197	Transvilanie	Transvilanie	prendre	prendre
7198	,	,	dans	dans
7199	en	en	mes	mes
7200	Bethlian	Bethlian	armoires	armoires
7201	de	de	ce	ce
7202	Galilene	Galilene	pourpoint	pourpoint
7203	,	,	découpé	découpé
7204	en	en	que	que
7205	Harico	Harico	quitta	quitta
7206	,	,	feu	feu
7207	et	et	mon	mon
7208	pis	pis	père	père
7209	au	au	l	l
7210	pays…	pays…	’	’
7211	Au	Au	année	année
7212	pays…	pays…	du	du
7213	Au	Au	grand	grand
7214	pays…	pays…	hiver	hiver
7215	Du	Du	.	.
7216	Beurre	Beurre	Corbineli	Corbineli
7217	.	.	À	À
7218	Châteaufort	Châteaufort	quoi	quoi
7219	Que	Que	bon	bon
7220	Diable	Diable	ces	ces
7221	veux	veux	fariboles	fariboles
7222	-	-	?	?
7223	tu	tu	Vous	Vous
7224	dire	dire	n	n
7225	,	,	’	’
7226	au	au	y	y
7227	pays	pays	êtes	êtes
7228	du	du	pas	pas
7229	Beurre	Beurre	.	.
7230	!	!	Il	Il
7231	Gareau	Gareau	faut	faut
7232	Oui	Oui	tout	tout
7233	,	,	au	au
7234	au	au	moins	moins
7235	pays	pays	cent	cent
7236	du	du	pistoles	pistoles
7237	Beurre	Beurre	pour	pour
7238	.	.	sa	sa
7239	Tant	Tant	rançon	rançon
7240	quia	quia	.	.
7241	que	que	Granger	Granger
7242	c	c	Cent	Cent
7243	’	’	pistoles	pistoles
7244	est	est	!	!
7245	un	un	Ha	Ha
7246	pays	pays	!	!
7247	qui	qui	Mon	Mon
7248	est	est	fils	fils
7249	mou	mou	ne	ne
7250	comme	comme	tient	tient
7251	beurre	beurre	il	il
7252	,	,	qu	qu
7253	et	et	’	’
7254	où	où	à	à
7255	les	les	ma	ma
7256	gens	gens	vie	vie
7257	sont	sont	pour	pour
7258	durs	durs	conserver	conserver
7259	comme	comme	la	la
7260	piare	piare	tienne	tienne
7261	.	.	?	?
7262	Ha	Ha	Mais	Mais
7263	!	!	cent	cent
7264	c	c	pistoles	pistoles
7265	’	’	!	!
7266	est	est	Corbineli	Corbineli
7267	la	la	va	va
7268	Graisse	Graisse	-	-
7269	;	;	t	t
7270	hé	hé	-	-
7271	bian	bian	en	en
7272	,	,	lui	lui
7273	les	les	dire	dire
7274	gens	gens	qu	qu
7275	n	n	’	’
7276	’	’	il	il
7277	y	y	se	se
7278	sont	sont	laisse	laisse
7279	-	-	pendre	pendre
7280	ils	ils	sans	sans
7281	pas	pas	dire	dire
7282	bian	bian	mot	mot
7283	durs	durs	;	;
7284	,	,	cependant	cependant
7285	pis	pis	qu	qu
7286	que	que	’	’
7287	ce	ce	il	il
7288	sont	sont	ne	ne
7289	des	des	s	s
7290	Grets	Grets	’	’
7291	?	?	afflige	afflige
7292	Et	Et	point	point
7293	pis	pis	car	car
7294	après	après	je	je
7295	cela	cela	les	les
7296	,	,	en	en
7297	je	je	ferai	ferai
7298	nous	nous	bien	bien
7299	en	en	repentir	repentir
7300	allîmes	allîmes	.	.
7301	,	,	Corbineli	Corbineli
7302	révérence	révérence	Mademoiselle	Mademoiselle
7303	parlé	parlé	Genevote	Genevote
7304	,	,	n	n
7305	en	en	’	’
7306	un	un	était	était
7307	pays	pays	pas	pas
7308	si	si	trop	trop
7309	loin	loin	sotte	sotte
7310	,	,	,	,
7311	si	si	qui	qui
7312	loin	loin	refusait	refusait
7313	;	;	tantôt	tantôt
7314	je	je	de	de
7315	pense	pense	vous	vous
7316	que	que	épouser	épouser
7317	mon	mon	,	,
7318	Maître	Maître	ce	ce
7319	appelet	appelet	que	que
7320	cela	cela	l	l
7321	le	le	’	’
7322	pays	pays	on	on
7323	des	des	l	l
7324	Bassins	Bassins	’	’
7325	,	,	assurait	assurait
7326	où	où	que	que
7327	le	le	vous	vous
7328	monde	monde	étiez	étiez
7329	est	est	d	d
7330	noir	noir	’	’
7331	comme	comme	humeur	humeur
7332	des	des	,	,
